Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
Cisco Sys Inc,CSCO,Sell,Filled,20,20,@67.20,67.20,DAY,08/15/2025 10:05:33 EDT,08/15/2025 10:05:34 EDT
Corteva Inc,CTVA,Buy,Filled,14,14,@71.87,71.87,DAY,08/15/2025 05:32:21 EDT,08/15/2025 05:56:33 EDT
Corteva Inc,CTVA,Buy,Cancelled,1,15,@71.51,71.51,DAY,08/14/2025 18:18:12 EDT,08/14/2025 18:58:24 EDT
The Campbell's Company,CPB,Buy,Filled,20,20,@32.60,32.60,DAY,08/14/2025 18:06:47 EDT,08/14/2025 18:06:47 EDT
Cisco Sys Inc,CSCO,Buy,Filled,10,10,@69.33,69.33,DAY,08/14/2025 11:24:07 EDT,08/14/2025 11:24:07 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,10,10,@196.52,196.52,DAY,08/14/2025 11:23:59 EDT,08/14/2025 11:23:59 EDT
Cisco Sys Inc,CSCO,Buy,Filled,10,10,@70.55,70.55,DAY,08/14/2025 10:16:52 EDT,08/14/2025 10:16:52 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,5,5,@42.50,42.50,DAY,08/14/2025 09:48:02 EDT,08/14/2025 09:48:18 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,5,5,@43.10,43.10,DAY,08/13/2025 18:07:43 EDT,08/13/2025 18:46:25 EDT
iShares US Aerospace & Defense ETF,ITA,Buy,Filled,10,10,@194.64,194.64,DAY,08/13/2025 13:18:48 EDT,08/13/2025 13:18:49 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,15,15,@42.71,42.71,DAY,08/13/2025 13:16:49 EDT,08/13/2025 13:16:49 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,7,7,@42.56,42.56,DAY,08/13/2025 12:25:07 EDT,08/13/2025 12:25:07 EDT
Uber Technologies,UBER,Buy,Filled,2,2,@90.35,90.35,DAY,08/13/2025 10:12:03 EDT,08/13/2025 10:12:07 EDT
Alliant Energy Corp,LNT,Buy,Cancelled,0,10,@64.49,,DAY,08/13/2025 08:37:10 EDT,
Eversource Energ,ES,Sell,Filled,8,8,@65.82,65.82,DAY,08/13/2025 07:42:29 EDT,08/13/2025 07:42:29 EDT
Uber Technologies,UBER,Buy,Filled,3,3,@92.20,92.20,DAY,08/13/2025 07:36:27 EDT,08/13/2025 07:36:27 EDT
APA Corp (US),APA,Short,Filled,10,10,@20.46,20.46,DAY,08/12/2025 15:41:50 EDT,08/12/2025 15:43:50 EDT
The Campbell's Company,CPB,Short,Filled,5,5,@31.95,31.95,DAY,08/12/2025 14:58:53 EDT,08/12/2025 15:01:50 EDT
Edison Intl,EIX,Sell,Filled,10,10,@55.72,55.72,DAY,08/12/2025 13:28:50 EDT,08/12/2025 13:29:10 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,5,5,@40.40,40.40,DAY,08/12/2025 11:12:47 EDT,08/12/2025 11:12:50 EDT
The Campbell's Company,CPB,Short,Filled,5,5,@32.47,32.47,DAY,08/12/2025 10:50:29 EDT,08/12/2025 10:50:29 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,5,5,@40.62,40.62,DAY,08/12/2025 10:49:35 EDT,08/12/2025 10:49:37 EDT
APA Corp (US),APA,Short,Filled,10,10,@20.32,20.32,DAY,08/12/2025 10:08:55 EDT,08/12/2025 10:08:55 EDT
ConocoPhillips,COP,Sell,Filled,5,5,@95.77,95.77,DAY,08/12/2025 10:05:37 EDT,08/12/2025 10:08:24 EDT
ConocoPhillips,COP,Sell,Filled,5,5,@95.58,95.58,DAY,08/12/2025 10:05:26 EDT,08/12/2025 10:05:26 EDT
Uber Technologies,UBER,Buy,Filled,3,3,@91.36,91.36,DAY,08/12/2025 08:41:27 EDT,08/12/2025 08:42:18 EDT
Ionis Pharmaceuticals,IONS,Buy,Cancelled,1,10,@40.84,40.84,DAY,08/12/2025 08:22:10 EDT,08/12/2025 09:13:45 EDT
Cisco Sys Inc,CSCO,Buy,Cancelled,0,10,@69.28,,DAY,08/12/2025 08:19:15 EDT,
Uber Technologies,UBER,Buy,Filled,12,12,@90.70,90.70,DAY,08/12/2025 08:15:20 EDT,08/12/2025 08:15:20 EDT
GEN DIGITAL INC,GEN,Sell,Filled,8,8,@30.98,30.98,DAY,08/12/2025 08:14:16 EDT,08/12/2025 08:40:50 EDT
APA Corp (US),APA,Short,Filled,30,30,@19.90,19.90,DAY,08/12/2025 08:13:33 EDT,08/12/2025 08:30:01 EDT
The Campbell's Company,CPB,Short,Filled,10,10,@32.08,32.08,DAY,08/12/2025 07:17:51 EDT,08/12/2025 07:17:51 EDT
GEN DIGITAL INC,GEN,Sell,Cancelled,10,18,@30.77,30.77,DAY,08/12/2025 07:01:32 EDT,08/12/2025 08:08:35 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,10,10,@92.73,92.73,DAY,08/12/2025 06:19:01 EDT,08/12/2025 06:19:11 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,1,1,@41.03,41.03,DAY,08/11/2025 13:53:21 EDT,08/11/2025 13:53:21 EDT
GEN DIGITAL INC,GEN,Buy,Filled,18,18,@30.94,30.94,DAY,08/11/2025 13:50:09 EDT,08/11/2025 13:50:34 EDT
ConocoPhillips,COP,Buy,Cancelled,0,5,@92.61,,DAY,08/11/2025 13:19:41 EDT,
ConocoPhillips,COP,Buy,Filled,10,10,@93.58,93.58,DAY,08/11/2025 11:20:54 EDT,08/11/2025 11:21:23 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,7,7,@196.48,196.48,DAY,08/11/2025 10:27:08 EDT,08/11/2025 10:27:10 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,10,10,@93.86,93.86,DAY,08/11/2025 09:44:37 EDT,08/11/2025 09:44:37 EDT
Ionis Pharmaceuticals,IONS,Sell,Cancelled,0,20,@43.11,,DAY,08/11/2025 08:51:51 EDT,
ConocoPhillips,COP,Buy,Cancelled,0,10,@92.41,,DAY,08/11/2025 07:58:32 EDT,
iShares Gold Trust,IAU,Buy,Cancelled,0,10,@63.18,,DAY,08/11/2025 07:55:20 EDT,
Edison Intl,EIX,Buy,Filled,10,10,@53.95,53.95,DAY,08/11/2025 07:53:57 EDT,08/11/2025 09:05:47 EDT
Eversource Energ,ES,Buy,Filled,8,8,@65.39,65.39,DAY,08/11/2025 07:53:20 EDT,08/11/2025 09:05:25 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,1,1,@196.61,196.61,DAY,08/11/2025 06:22:59 EDT,08/11/2025 06:22:59 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,2,2,@196.61,196.61,DAY,08/11/2025 06:22:37 EDT,08/11/2025 06:22:37 EDT
Cvs Health Corp,CVS,Sell,Filled,14,14,@65.58,65.58,DAY,08/11/2025 06:21:49 EDT,08/11/2025 06:26:19 EDT
Toast Inc,TOST,Sell,Filled,15,15,@43.20,43.20,DAY,08/11/2025 06:21:13 EDT,08/11/2025 06:21:13 EDT
Cvs Health Corp,CVS,Buy,Filled,4,4,@64.96,64.96,DAY,08/08/2025 12:34:23 EDT,08/08/2025 12:34:24 EDT
Cvs Health Corp,CVS,Buy,Filled,10,10,@64.86,64.86,DAY,08/08/2025 12:09:31 EDT,08/08/2025 12:09:31 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,11,11,@41.15,41.15,DAY,08/08/2025 10:38:20 EDT,08/08/2025 10:38:35 EDT
Uber Technologies,UBER,Sell,Filled,14,14,@91.89,91.89,DAY,08/08/2025 10:33:29 EDT,08/08/2025 10:34:00 EDT
Uber Technologies,UBER,Buy,Filled,4,4,@93.00,93.00,DAY,08/08/2025 10:18:00 EDT,08/08/2025 10:18:00 EDT
Uber Technologies,UBER,Buy,Filled,10,10,@92.74,92.74,DAY,08/08/2025 10:10:38 EDT,08/08/2025 10:16:34 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,15,15,@91.64,91.64,DAY,08/08/2025 09:39:01 EDT,08/08/2025 10:09:30 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Cancelled,0,10,@199.98,,DAY,08/08/2025 09:35:47 EDT,
Ionis Pharmaceuticals,IONS,Buy,Filled,9,9,@41.05,41.05,DAY,08/08/2025 08:13:39 EDT,08/08/2025 09:23:53 EDT
Toast Inc,TOST,Buy,Filled,15,15,@45.79,45.79,DAY,08/08/2025 08:11:52 EDT,08/08/2025 08:11:53 EDT
Monster Beverage Corp,MNST,Sell,Filled,17,17,@65.50,65.50,DAY,08/08/2025 06:00:57 EDT,08/08/2025 06:07:42 EDT
James Hardie,JHX,Sell,Filled,11,11,@27.83,27.83,DAY,08/07/2025 11:55:30 EDT,08/07/2025 11:56:09 EDT
iShares US Aerospace & Defense ETF,ITA,Buy,Filled,10,10,@195.59,195.59,DAY,08/07/2025 11:54:44 EDT,08/07/2025 11:54:53 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,15,15,@89.90,89.90,DAY,08/07/2025 11:54:32 EDT,08/07/2025 11:54:51 EDT
Cvs Health Corp,CVS,Sell,Filled,12,12,@62.66,62.66,DAY,08/07/2025 11:53:07 EDT,08/07/2025 11:53:51 EDT
Toast Inc,TOST,Sell,Filled,30,30,@44.89,44.89,DAY,08/07/2025 11:52:48 EDT,08/07/2025 11:52:48 EDT
Monster Beverage Corp,MNST,Buy,Filled,10,10,@60.23,60.23,DAY,08/07/2025 11:26:09 EDT,08/07/2025 11:26:09 EDT
Toast Inc,TOST,Buy,Filled,6,6,@46.02,46.02,DAY,08/07/2025 11:25:26 EDT,08/07/2025 11:25:26 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,10,10,@92.36,92.36,DAY,08/07/2025 11:05:40 EDT,08/07/2025 11:05:42 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,8,8,@95.53,95.53,DAY,08/07/2025 09:21:20 EDT,08/07/2025 09:21:22 EDT
Toast Inc,TOST,Buy,Filled,9,9,@45.83,45.83,DAY,08/06/2025 14:20:12 EDT,08/06/2025 14:20:15 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,5,5,@94.27,94.27,DAY,08/06/2025 14:19:56 EDT,08/06/2025 14:19:56 EDT
James Hardie,JHX,Buy,Filled,6,6,@27.70,27.70,DAY,08/06/2025 14:00:12 EDT,08/06/2025 14:00:12 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,5,5,@94.28,94.28,DAY,08/06/2025 13:59:42 EDT,08/06/2025 13:59:43 EDT
Toast Inc,TOST,Buy,Filled,5,5,@45.46,45.46,DAY,08/06/2025 13:58:40 EDT,08/06/2025 13:58:40 EDT
Toast Inc,TOST,Buy,Filled,10,10,@45.48,45.48,DAY,08/06/2025 13:58:21 EDT,08/06/2025 13:58:29 EDT
James Hardie,JHX,Buy,Cancelled,0,30,@27.42,,DAY,08/06/2025 13:52:49 EDT,
Cvs Health Corp,CVS,Buy,Filled,12,12,@63.52,63.52,DAY,08/06/2025 13:49:24 EDT,08/06/2025 13:49:40 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,20,20,@40.95,40.95,DAY,08/06/2025 13:48:25 EDT,08/06/2025 13:48:37 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,5,5,@88.36,88.36,DAY,08/06/2025 13:47:29 EDT,08/06/2025 13:47:29 EDT
James Hardie,JHX,Sell,Filled,10,10,@28.00,28.00,DAY,08/06/2025 09:36:23 EDT,08/06/2025 09:36:23 EDT
Ionis Pharmaceuticals,IONS,Sell,Cancelled,0,10,@44.93,,DAY,08/06/2025 09:20:44 EDT,
Monster Beverage Corp,MNST,Buy,Filled,7,7,@59.04,59.04,DAY,08/06/2025 08:47:02 EDT,08/06/2025 09:31:59 EDT
Ionis Pharmaceuticals,IONS,Sell,Cancelled,0,5,@44.25,,DAY,08/06/2025 08:44:57 EDT,
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@86.84,86.84,DAY,08/05/2025 14:09:39 EDT,08/05/2025 14:09:39 EDT
James Hardie,JHX,Sell,Filled,15,15,@27.35,27.35,DAY,08/05/2025 13:37:21 EDT,08/05/2025 13:37:54 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,3,3,@43.15,43.15,DAY,08/05/2025 13:13:13 EDT,08/05/2025 13:13:13 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,5,5,@94.00,94.00,DAY,08/05/2025 13:12:50 EDT,08/05/2025 13:13:06 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,5,5,@43.15,43.15,DAY,08/05/2025 13:11:48 EDT,08/05/2025 13:12:02 EDT
Semtech,SMTC,Sell,Filled,15,15,@50.87,50.87,DAY,08/05/2025 13:11:21 EDT,08/05/2025 13:11:21 EDT
iShares Gold Trust,IAU,Sell,Filled,15,15,@63.74,63.74,DAY,08/05/2025 13:09:55 EDT,08/05/2025 13:10:35 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,2,2,@93.32,93.32,DAY,08/04/2025 12:42:49 EDT,08/04/2025 12:43:23 EDT
Semtech,SMTC,Buy,Filled,5,5,@50.80,50.80,DAY,08/04/2025 12:24:29 EDT,08/04/2025 12:24:29 EDT
Semtech,SMTC,Buy,Filled,10,10,@50.71,50.71,DAY,08/04/2025 12:20:45 EDT,08/04/2025 12:20:45 EDT
iShares Gold Trust,IAU,Sell,Filled,15,15,@63.65,63.65,DAY,08/04/2025 12:20:19 EDT,08/04/2025 12:20:19 EDT
iShares Gold Trust,IAU,Sell,Cancelled,0,10,@63.66,,DAY,08/04/2025 12:19:34 EDT,
ProShares UltraPro Dow30,UDOW,Buy,Filled,1,1,@93.21,93.21,DAY,08/04/2025 12:16:28 EDT,08/04/2025 12:17:58 EDT
James Hardie,JHX,Buy,Cancelled,0,5,@26.23,,DAY,08/04/2025 11:11:13 EDT,
Ionis Pharmaceuticals,IONS,Buy,Filled,12,12,@42.32,42.32,DAY,08/04/2025 11:01:36 EDT,08/04/2025 11:01:47 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,10,10,@93.14,93.14,DAY,08/04/2025 11:00:39 EDT,08/04/2025 11:00:46 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,8,8,@197.87,197.87,DAY,08/04/2025 10:59:02 EDT,08/04/2025 10:59:59 EDT
iShares US Aerospace & Defense ETF,ITA,Buy,Filled,8,8,@195.24,195.24,DAY,08/01/2025 13:00:01 EDT,08/01/2025 13:00:01 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Cancelled,0,50,@19.53,,DAY,08/01/2025 12:59:16 EDT,
ProShares UltraPro Short QQQ,SQQQ,Sell,Filled,55,55,@19.21,19.21,DAY,08/01/2025 12:14:22 EDT,08/01/2025 12:14:27 EDT
ProShares UltraPro Short QQQ,SQQQ,Buy,Filled,55,55,@19.53,19.53,DAY,08/01/2025 09:51:24 EDT,08/01/2025 09:51:25 EDT
Kilroy Rlty Corp,KRC,Sell,Filled,30,30,@36.38,36.38,DAY,08/01/2025 09:50:58 EDT,08/01/2025 09:50:58 EDT
Schlumberger,SLB,Sell,Filled,15,15,@32.85,32.85,DAY,08/01/2025 09:49:59 EDT,08/01/2025 09:54:48 EDT
iShares Gold Trust,IAU,Buy,Filled,20,20,@63.12,63.12,DAY,08/01/2025 08:58:58 EDT,08/01/2025 09:13:54 EDT
Semtech,SMTC,Sell,Filled,10,10,@49.30,49.30,DAY,08/01/2025 06:38:33 EDT,08/01/2025 07:00:00 EDT
ProShares UltraPro QQQ,TQQQ,Sell,Filled,10,10,@85.27,85.27,DAY,08/01/2025 06:26:14 EDT,08/01/2025 06:26:27 EDT
Semtech,SMTC,Buy,Filled,10,10,@51.87,51.87,DAY,07/31/2025 11:46:03 EDT,07/31/2025 11:46:57 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,10,10,@90.75,90.75,DAY,07/31/2025 11:43:17 EDT,07/31/2025 11:43:43 EDT
Kilroy Rlty Corp,KRC,Buy,Filled,10,10,@37.20,37.20,DAY,07/31/2025 10:26:53 EDT,07/31/2025 10:27:09 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,20,20,@44.45,44.45,DAY,07/31/2025 08:50:17 EDT,07/31/2025 09:30:53 EDT
iShares Gold Trust,IAU,Buy,Filled,10,10,@62.30,62.30,DAY,07/31/2025 08:02:15 EDT,07/31/2025 08:02:15 EDT
Kilroy Rlty Corp,KRC,Buy,Filled,20,20,@37.09,37.09,DAY,07/31/2025 08:00:07 EDT,07/31/2025 08:00:23 EDT
Ionis Pharmaceuticals,IONS,Sell,Cancelled,0,20,@44.73,,DAY,07/31/2025 06:35:50 EDT,
ProShares UltraPro QQQ,TQQQ,Sell,Filled,18,18,@93.31,93.31,DAY,07/31/2025 06:35:33 EDT,07/31/2025 06:35:33 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,5,5,@89.46,89.46,DAY,07/30/2025 15:14:04 EDT,07/30/2025 15:14:34 EDT
ProShares UltraPro Dow30,UDOW,Sell,Filled,8,8,@95.53,95.53,DAY,07/30/2025 15:13:43 EDT,07/30/2025 15:13:43 EDT
ProShares UltraPro Dow30,UDOW,Buy,Filled,8,8,@97.22,97.22,DAY,07/30/2025 10:02:20 EDT,07/30/2025 10:02:20 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,20,20,@43.54,43.54,DAY,07/30/2025 10:01:30 EDT,07/30/2025 10:01:30 EDT
Cadence Bk,CADE,Sell,Filled,30,30,@35.56,35.56,DAY,07/29/2025 15:41:34 EDT,07/29/2025 15:42:19 EDT
Cadence Bk,CADE,Buy,Filled,10,10,@35.77,35.77,DAY,07/29/2025 15:14:34 EDT,07/29/2025 15:14:49 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,10,10,@41.54,41.54,DAY,07/29/2025 15:13:03 EDT,07/29/2025 15:13:03 EDT
Kilroy Rlty Corp,KRC,Sell,Filled,20,20,@38.63,38.63,DAY,07/29/2025 13:32:04 EDT,07/29/2025 13:32:56 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,3,3,@89.61,89.61,DAY,07/28/2025 12:11:29 EDT,07/28/2025 12:53:00 EDT
ProShares UltraPro QQQ,TQQQ,Buy,Filled,10,10,@90.00,90.00,DAY,07/28/2025 09:56:23 EDT,07/28/2025 09:56:25 EDT
Kilroy Rlty Corp,KRC,Buy,Filled,20,20,@36.67,36.67,DAY,07/28/2025 09:55:59 EDT,07/28/2025 13:24:19 EDT
iShares Gold Trust,IAU,Sell,Filled,20,20,@62.35,62.35,DAY,07/28/2025 09:55:14 EDT,07/28/2025 09:55:14 EDT
Cadence Bk,CADE,Buy,Filled,20,20,@36.39,36.39,DAY,07/28/2025 06:35:52 EDT,07/28/2025 09:31:30 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,4,4,@198.19,198.19,DAY,07/25/2025 12:50:22 EDT,07/25/2025 13:00:16 EDT
iShares Gold Trust,IAU,Buy,Filled,20,20,@62.92,62.92,DAY,07/25/2025 10:26:11 EDT,07/25/2025 10:26:11 EDT
Semtech,SMTC,Buy,Cancelled,0,20,@52.53,,DAY,07/24/2025 16:42:57 EDT,
Uber Technologies,UBER,Sell,Filled,10,10,@91.72,91.72,DAY,07/24/2025 11:57:24 EDT,07/24/2025 11:57:24 EDT
Uber Technologies,UBER,Buy,Filled,10,10,@93.39,93.39,DAY,07/24/2025 09:55:51 EDT,07/24/2025 09:55:51 EDT
iShares US Aerospace & Defense ETF,ITA,Sell,Filled,5,5,@196.94,196.94,DAY,07/23/2025 15:41:55 EDT,07/23/2025 15:41:55 EDT
Schlumberger,SLB,Sell,Filled,15,15,@35.37,35.37,DAY,07/23/2025 13:01:45 EDT,07/23/2025 13:02:14 EDT
James Hardie,JHX,Sell,Cancelled,0,10,@28.00,,DAY,07/23/2025 09:13:03 EDT,
iShares US Aerospace & Defense ETF,ITA,Buy,Filled,3,3,@192.88,192.88,DAY,07/22/2025 10:58:02 EDT,07/22/2025 10:58:02 EDT
ARK Genomic Revolution ETF,ARKG,Sell,Filled,20,20,@25.69,25.69,DAY,07/22/2025 10:57:43 EDT,07/22/2025 10:58:02 EDT
iShares US Aerospace & Defense ETF,ITA,Buy,Filled,6,6,@192.02,192.02,DAY,07/22/2025 10:31:11 EDT,07/22/2025 10:31:11 EDT
Ionis Pharmaceuticals,IONS,Buy,Filled,10,10,@41.58,41.58,DAY,07/21/2025 12:22:21 EDT,07/21/2025 12:22:21 EDT
Schlumberger,SLB,Buy,Filled,10,10,@33.88,33.88,DAY,07/21/2025 10:32:24 EDT,07/21/2025 10:32:26 EDT
James Hardie,JHX,Buy,Filled,15,15,@26.69,26.69,DAY,07/21/2025 10:31:54 EDT,07/21/2025 10:31:54 EDT
iShares Gold Trust,IAU,Sell,Filled,30,30,@64.06,64.06,DAY,07/21/2025 10:31:07 EDT,07/21/2025 10:31:22 EDT
Schlumberger,SLB,Buy,Filled,20,20,@33.56,33.56,DAY,07/21/2025 06:04:28 EDT,07/21/2025 06:24:23 EDT
James Hardie,JHX,Buy,Cancelled,0,5,@26.65,,DAY,07/16/2025 16:06:31 EDT,
iShares Gold Trust,IAU,Sell,Filled,10,10,@63.12,63.12,DAY,07/16/2025 16:06:22 EDT,07/16/2025 16:06:22 EDT
James Hardie,JHX,Buy,Filled,15,15,@25.88,25.88,DAY,07/16/2025 11:34:58 EDT,07/16/2025 11:34:59 EDT
Direxion Daily AMZN Bull 1 5X Shares,AMZU,Sell,Filled,16,16,@37.84,37.84,DAY,07/16/2025 11:33:53 EDT,07/16/2025 11:33:54 EDT
ARK Genomic Revolution ETF,ARKG,Buy,Filled,10,10,@24.50,24.50,DAY,07/16/2025 08:48:57 EDT,07/16/2025 08:59:29 EDT
iShares Gold Trust,IAU,Buy,Filled,10,10,@63.16,63.16,DAY,07/15/2025 10:44:35 EDT,07/15/2025 10:44:36 EDT
Uber Technologies,UBER,Sell,Filled,10,10,@92.00,92.00,DAY,07/15/2025 10:08:52 EDT,07/15/2025 10:09:08 EDT
Direxion Daily AMZN Bull 1 5X Shares,AMZU,Buy,Filled,1,1,@38.40,38.40,DAY,07/14/2025 15:37:16 EDT,07/14/2025 15:37:16 EDT
Uber Technologies,UBER,Buy,Filled,10,10,@94.03,94.03,DAY,07/14/2025 14:23:05 EDT,07/14/2025 14:23:05 EDT
Ionis Pharmaceuticals,IONS,Sell,Filled,12,12,@42.36,42.36,DAY,07/14/2025 10:42:56 EDT,07/14/2025 11:03:14 EDT
Semtech,SMTC,Sell,Filled,10,10,@48.25,48.25,DAY,07/09/2025 15:44:48 EDT,07/09/2025 15:50:37 EDT
Semtech,SMTC,Buy,Filled,10,10,@45.36,45.36,DAY,07/09/2025 11:18:21 EDT,07/09/2025 11:18:22 EDT
